ThangCB,NamCB,Địa bàn,Ca bệnh,Ca tháng trước,Ca trung bình,DI_Index,BI_Index,MD_DS,NDTB,DATB,LMTB,Tình trạng
6,2016,1,37,40,107.3,0.1,20,2503,28.1,92,359.2,An toàn
6,2016,2,53,56,95.8,0.04,30,5617,28.1,92,359.2,An toàn
6,2016,3,23,26,53.0,0.2,37,6509,28.1,92,359.2,An toàn
6,2016,4,17,20,43.8,0.02,33,987,28.1,92,359.2,An toàn
6,2016,5,24,27,52.2,0.03,13,1239,28.1,92,359.2,An toàn
6,2016,6,9,12,35.6,0,15,175,28.1,92,359.2,An toàn
6,2016,7,6,9,10.9,0.02,13,262,28.1,92,359.2,An toàn
6,2016,8,4,7,14.5,0.01,17,158,28.1,92,359.2,An toàn
6,2016,9,4,7,10.3,0.01,13,168,28.1,92,359.2,An toàn
7,2016,1,74,77,107.3,0.3,23,2503,27.6,92,214,An toàn
7,2016,2,46,49,95.8,0.1,30,5617,27.6,92,214,An toàn
7,2016,3,17,20,53.0,0.2,33,6509,27.6,92,214,An toàn
7,2016,4,42,45,43.8,0.07,30,987,27.6,92,214,An toàn
7,2016,5,40,43,52.2,0.2,15,1239,27.6,92,214,An toàn
7,2016,6,54,57,35.6,0.3,25,175,27.6,92,214,An toàn
7,2016,7,8,11,10.9,0,13,262,27.6,92,214,An toàn
7,2016,8,33,36,14.5,0.33,46,158,27.6,92,214,An toàn
7,2016,9,8,11,10.3,0.03,17,168,27.6,92,214,An toàn
8,2016,1,113,116,107.3,0.33,63,2503,27.7,94,251.8,Nguy cơ dịch
8,2016,2,78,81,95.8,0.1,80,5617,27.7,94,251.8,An toàn
8,2016,3,49,52,53.0,0.1,17,6509,27.7,94,251.8,An toàn
8,2016,4,70,73,43.8,0.2,20,987,27.7,94,251.8,An toàn
8,2016,5,63,66,52.2,0.23,41,1239,27.7,94,251.8,An toàn
8,2016,6,94,97,35.6,0.13,30,175,27.7,94,251.8,An toàn
8,2016,7,21,24,10.9,0.01,23,262,27.7,94,251.8,An toàn
8,2016,8,17,20,14.5,0,20,158,27.7,94,251.8,An toàn
8,2016,9,19,22,10.3,0.02,23,168,27.7,94,251.8,An toàn
9,2016,1,150,153,107.3,0.34,76,2503,27.3,94,741.6,Nguy cơ dịch
9,2016,2,105,108,95.8,0,63,5617,27.3,94,741.6,An toàn
9,2016,3,73,76,53.0,0.13,100,6509,27.3,94,741.6,An toàn
9,2016,4,66,69,43.8,0.2,72,987,27.3,94,741.6,An toàn
9,2016,5,69,72,52.2,0.23,47,1239,27.3,94,741.6,An toàn
9,2016,6,66,69,35.6,0.3,27,175,27.3,94,741.6,An toàn
9,2016,7,35,38,10.9,0.01,25,262,27.3,94,741.6,An toàn
9,2016,8,28,31,14.5,0.02,30,158,27.3,94,741.6,An toàn
9,2016,9,20,23,10.3,0.01,15,168,27.3,94,741.6,An toàn
10,2016,1,170,173,107.3,0.33,37,2503,26.9,96,391.2,Nguy cơ dịch
10,2016,2,147,150,95.8,0.13,37,5617,26.9,96,391.2,An toàn
10,2016,3,67,70,53.0,0.6,70,6509,26.9,96,391.2,An toàn
10,2016,4,74,77,43.8,0.33,45,987,26.9,96,391.2,An toàn
10,2016,5,62,65,52.2,0.23,30,1239,26.9,96,391.2,An toàn
10,2016,6,50,53,35.6,0.03,21,175,26.9,96,391.2,An toàn
10,2016,7,15,18,10.9,0.01,23,262,26.9,96,391.2,An toàn
10,2016,8,14,17,14.5,0.02,25,158,26.9,96,391.2,An toàn
10,2016,9,13,16,10.3,0.01,20,168,26.9,96,391.2,An toàn
11,2016,1,186,189,107.3,0.35,78,2503,27.5,91,301.6,Nguy cơ dịch
11,2016,2,157,160,95.8,0.06,67,5617,27.5,91,301.6,An toàn
11,2016,3,79,82,53.0,0.37,17,6509,27.5,91,301.6,An toàn
11,2016,4,56,59,43.8,0.23,37,987,27.5,91,301.6,An toàn
11,2016,5,67,70,52.2,0.2,43,1239,27.5,91,301.6,An toàn
11,2016,6,43,46,35.6,0,25,175,27.5,91,301.6,An toàn
11,2016,7,6,9,10.9,0.1,34,262,27.5,91,301.6,An toàn
11,2016,8,14,17,14.5,0.03,20,158,27.5,91,301.6,An toàn
11,2016,9,14,17,10.3,0.01,23,168,27.5,91,301.6,An toàn
12,2016,1,133,136,107.3,0.3,36,2503,26.5,90,26.4,Nguy cơ dịch
12,2016,2,151,154,95.8,0.2,13,5617,26.5,90,26.4,Nguy cơ dịch
12,2016,3,78,81,53.0,0.33,20,6509,26.5,90,26.4,An toàn
12,2016,4,78,81,43.8,0.2,41,987,26.5,90,26.4,An toàn
12,2016,5,62,65,52.2,0.3,23,1239,26.5,90,26.4,An toàn
12,2016,6,48,51,35.6,0.15,25,175,26.5,90,26.4,An toàn
12,2016,7,11,14,10.9,0.1,20,262,26.5,90,26.4,An toàn
12,2016,8,15,18,14.5,0.2,35,158,26.5,90,26.4,An toàn
12,2016,9,15,18,10.3,0.1,27,168,26.5,90,26.4,An toàn
1,2017,1,164,167,156.2,0.23,56,2550,27.1,84,32,Nguy cơ dịch
1,2017,2,220,223,334.8,0.15,13,5704,27.1,84,32,An toàn
1,2017,3,114,117,164.5,0.03,53,6499,27.1,84,32,An toàn
1,2017,4,75,78,114.9,0.1,31,1052,27.1,84,32,An toàn
1,2017,5,57,60,81.0,0.3,37,1446,27.1,84,32,An toàn
1,2017,6,40,43,37.3,0.23,43,177,27.1,84,32,An toàn
1,2017,7,9,12,19.9,0,7,274,27.1,84,32,An toàn
1,2017,8,11,14,10.8,0.01,20,160,27.1,84,32,An toàn
1,2017,9,10,13,17.2,0.02,11,170,27.1,84,32,An toàn
2,2017,1,77,80,156.2,0.27,55,2550,28,82,140.6,An toàn
2,2017,2,212,215,334.8,0.07,10,5704,28,82,140.6,An toàn
2,2017,3,66,69,164.5,0.1,27,6499,28,82,140.6,An toàn
2,2017,4,66,69,114.9,0.3,34,1052,28,82,140.6,An toàn
2,2017,5,52,55,81.0,0.23,23,1446,28,82,140.6,An toàn
2,2017,6,27,30,37.3,0.03,43,177,28,82,140.6,An toàn
2,2017,7,8,11,19.9,0.02,15,274,28,82,140.6,An toàn
2,2017,8,8,11,10.8,0.01,11,160,28,82,140.6,An toàn
2,2017,9,11,14,17.2,0.01,21,170,28,82,140.6,An toàn
3,2017,1,74,77,156.2,0.23,33,2550,28.1,81,28,An toàn
3,2017,2,149,152,334.8,0.2,17,5704,28.1,81,28,Nguy cơ dịch
3,2017,3,60,63,164.5,0.27,33,6499,28.1,81,28,An toàn
3,2017,4,83,86,114.9,0.33,37,1052,28.1,81,28,Nguy cơ dịch
3,2017,5,37,40,81.0,0.03,27,1446,28.1,81,28,An toàn
3,2017,6,13,16,37.3,0.03,25,177,28.1,81,28,An toàn
3,2017,7,21,24,19.9,0.01,15,274,28.1,81,28,An toàn
3,2017,8,4,7,10.8,0,7,160,28.1,81,28,An toàn
3,2017,9,3,6,17.2,0,13,170,28.1,81,28,An toàn
4,2017,1,89,92,156.2,0.2,30,2550,28.9,86,166.8,Nguy cơ dịch
4,2017,2,113,116,334.8,0.07,33,5704,28.9,86,166.8,An toàn
4,2017,3,53,56,164.5,0.1,7,6499,28.9,86,166.8,An toàn
4,2017,4,55,58,114.9,0.03,33,1052,28.9,86,166.8,An toàn
4,2017,5,29,32,81.0,0.03,27,1446,28.9,86,166.8,An toàn
4,2017,6,20,23,37.3,0.01,13,177,28.9,86,166.8,An toàn
4,2017,7,19,22,19.9,0.023,25,274,28.9,86,166.8,An toàn
4,2017,8,7,10,10.8,0,30,160,28.9,86,166.8,An toàn
4,2017,9,16,19,17.2,0.02,41,170,28.9,86,166.8,An toàn
5,2017,1,99,102,156.2,0.33,37,2550,28.4,93,311.6,Nguy cơ dịch
5,2017,2,161,164,334.8,0.07,33,5704,28.4,93,311.6,An toàn
5,2017,3,92,95,164.5,0.13,13,6499,28.4,93,311.6,An toàn
5,2017,4,58,61,114.9,0.2,35,1052,28.4,93,311.6,An toàn
5,2017,5,49,52,81.0,0.03,27,1446,28.4,93,311.6,An toàn
5,2017,6,34,37,37.3,0.02,11,177,28.4,93,311.6,An toàn
5,2017,7,19,22,19.9,0.01,29,274,28.4,93,311.6,An toàn
5,2017,8,3,6,10.8,0,7,160,28.4,93,311.6,An toàn
5,2017,9,14,17,17.2,0.01,25,170,28.4,93,311.6,An toàn
6,2017,1,194,197,156.2,0.37,58,2550,28.4,92,169.2,Nguy cơ dịch
6,2017,2,413,416,334.8,0.13,23,5704,28.4,92,169.2,An toàn
6,2017,3,231,234,164.5,0.07,27,6499,28.4,92,169.2,An toàn
6,2017,4,112,115,114.9,0.13,63,1052,28.4,92,169.2,An toàn
6,2017,5,100,103,81.0,0.3,45,1446,28.4,92,169.2,Nguy cơ dịch
6,2017,6,58,61,37.3,0.03,37,177,28.4,92,169.2,An toàn
6,2017,7,14,17,19.9,0,13,274,28.4,92,169.2,An toàn
6,2017,8,13,16,10.8,0.02,20,160,28.4,92,169.2,An toàn
6,2017,9,25,28,17.2,0.01,27,170,28.4,92,169.2,An toàn
7,2017,1,217,220,156.2,0.35,56,2550,27.5,94,274,Nguy cơ dịch
7,2017,2,585,588,334.8,0.2,30,5704,27.5,94,274,Nguy cơ dịch
7,2017,3,320,323,164.5,0.27,27,6499,27.5,94,274,Nguy cơ dịch
7,2017,4,138,141,114.9,0.23,43,1052,27.5,94,274,Nguy cơ dịch
7,2017,5,135,138,81.0,0.12,33,1446,27.5,94,274,An toàn
7,2017,6,71,74,37.3,0.07,34,177,27.5,94,274,An toàn
7,2017,7,24,27,19.9,0.03,17,274,27.5,94,274,An toàn
7,2017,8,13,16,10.8,0.02,20,160,27.5,94,274,An toàn
7,2017,9,31,34,17.2,0.12,23,170,27.5,94,274,An toàn
8,2017,1,266,269,156.2,0.33,55,2550,27.8,94,206.8,Nguy cơ dịch
8,2017,2,541,544,334.8,0.1,53,5704,27.8,94,206.8,An toàn
8,2017,3,326,329,164.5,0.1,30,6499,27.8,94,206.8,An toàn
8,2017,4,148,151,114.9,0.3,25,1052,27.8,94,206.8,Nguy cơ dịch
8,2017,5,133,136,81.0,0.23,43,1446,27.8,94,206.8,Nguy cơ dịch
8,2017,6,62,65,37.3,0.2,40,177,27.8,94,206.8,An toàn
8,2017,7,30,33,19.9,0.1,23,274,27.8,94,206.8,An toàn
8,2017,8,33,36,10.8,0.03,25,160,27.8,94,206.8,An toàn
8,2017,9,45,48,17.2,0.2,27,170,27.8,94,206.8,An toàn
9,2017,1,231,234,156.2,0.2,53,2550,28.2,93,336.2,Nguy cơ dịch
9,2017,2,503,506,334.8,0.13,37,5704,28.2,93,336.2,An toàn
9,2017,3,287,290,164.5,0.2,40,6499,28.2,93,336.2,Nguy cơ dịch
9,2017,4,146,149,114.9,0.13,45,1052,28.2,93,336.2,An toàn
9,2017,5,119,122,81.0,0.2,23,1446,28.2,93,336.2,Nguy cơ dịch
9,2017,6,46,49,37.3,0.03,17,177,28.2,93,336.2,An toàn
9,2017,7,36,39,19.9,0.1,20,274,28.2,93,336.2,An toàn
9,2017,8,10,13,10.8,0.13,25,160,28.2,93,336.2,An toàn
9,2017,9,18,21,17.2,0.03,40,170,28.2,93,336.2,An toàn
10,2017,1,162,165,156.2,0.23,30,2550,27.4,93,411,Nguy cơ dịch
10,2017,2,444,447,334.8,0.2,51,5704,27.4,93,411,Nguy cơ dịch
10,2017,3,164,167,164.5,0.27,33,6499,27.4,93,411,Nguy cơ dịch
10,2017,4,198,201,114.9,0.3,62,1052,27.4,93,411,Nguy cơ dịch
10,2017,5,112,115,81.0,0.33,27,1446,27.4,93,411,Nguy cơ dịch
10,2017,6,21,24,37.3,0.02,13,177,27.4,93,411,An toàn
10,2017,7,20,23,19.9,0.01,11,274,27.4,93,411,An toàn
10,2017,8,4,7,10.8,0,25,160,27.4,93,411,An toàn
10,2017,9,14,17,17.2,0.01,27,170,27.4,93,411,An toàn
11,2017,1,149,152,156.2,0.3,37,2550,27.3,91,202.4,Nguy cơ dịch
11,2017,2,348,351,334.8,0,40,5704,27.3,91,202.4,An toàn
11,2017,3,126,129,164.5,0.46,153,6499,27.3,91,202.4,Nguy cơ dịch
11,2017,4,158,161,114.9,0.33,73,1052,27.3,91,202.4,Nguy cơ dịch
11,2017,5,68,71,81.0,0.23,30,1446,27.3,91,202.4,An toàn
11,2017,6,23,26,37.3,0.02,20,177,27.3,91,202.4,An toàn
11,2017,7,19,22,19.9,0.01,17,274,27.3,91,202.4,An toàn
11,2017,8,13,16,10.8,0.02,25,160,27.3,91,202.4,An toàn
11,2017,9,13,16,17.2,0,15,170,27.3,91,202.4,An toàn
12,2017,1,152,155,156.2,0.3,62,2550,26.8,83,175.6,Nguy cơ dịch
12,2017,2,328,331,334.8,0.1,13,5704,26.8,83,175.6,An toàn
12,2017,3,135,138,164.5,0.1,47,6499,26.8,83,175.6,An toàn
12,2017,4,142,145,114.9,0.2,34,1052,26.8,83,175.6,Nguy cơ dịch
12,2017,5,81,84,81.0,0.2,35,1446,26.8,83,175.6,Nguy cơ dịch
12,2017,6,33,36,37.3,0.03,20,177,26.8,83,175.6,An toàn
12,2017,7,20,23,19.9,0.01,27,274,26.8,83,175.6,An toàn
12,2017,8,11,14,10.8,0.02,20,160,26.8,83,175.6,An toàn
12,2017,9,6,9,17.2,0.01,23,170,26.8,83,175.6,An toàn
1,2018,1,119,122,34.7,0.2,50,2667,27.3,85,18,Nguy cơ dịch
1,2018,2,226,229,52.2,0.13,47,5912,27.3,85,18,An toàn
1,2018,3,113,116,31.3,0.2,40,6743,27.3,85,18,Nguy cơ dịch
1,2018,4,117,120,27.1,0.3,43,1235,27.3,85,18,Nguy cơ dịch
1,2018,5,84,87,28.4,0.2,25,1541,27.3,85,18,Nguy cơ dịch
1,2018,6,14,17,4.2,0.02,14,184,27.3,85,18,An toàn
1,2018,7,15,18,5.5,0.01,20,279,27.3,85,18,An toàn
1,2018,8,9,12,3.5,0.01,17,171,27.3,85,18,An toàn
1,2018,9,17,20,4.2,0.1,23,178,27.3,85,18,An toàn
2,2018,1,78,81,34.7,0.2,30,2667,28.2,83,132,An toàn
2,2018,2,106,109,52.2,0.07,33,5912,28.2,83,132,An toàn
2,2018,3,41,44,31.3,0,10,6743,28.2,83,132,An toàn
2,2018,4,50,53,27.1,0.03,23,1235,28.2,83,132,An toàn
2,2018,5,64,67,28.4,0.07,33,1541,28.2,83,132,An toàn
2,2018,6,8,11,4.2,0,20,184,28.2,83,132,An toàn
2,2018,7,8,11,5.5,0.02,17,279,28.2,83,132,An toàn
2,2018,8,3,6,3.5,0.01,13,171,28.2,83,132,An toàn
2,2018,9,11,14,4.2,0.01,13,178,28.2,83,132,An toàn
3,2018,1,86,89,34.7,0.2,30,2667,29,86,40,Nguy cơ dịch
3,2018,2,106,109,52.2,0.07,20,5912,29,86,40,An toàn
3,2018,3,57,60,31.3,0.13,10,6743,29,86,40,An toàn
3,2018,4,57,60,27.1,0.02,23,1235,29,86,40,An toàn
3,2018,5,58,61,28.4,0.2,30,1541,29,86,40,An toàn
3,2018,6,5,8,4.2,0.02,20,184,29,86,40,An toàn
3,2018,7,23,26,5.5,0.1,15,279,29,86,40,An toàn
3,2018,8,4,7,3.5,0.03,13,171,29,86,40,An toàn
3,2018,9,6,9,4.2,0.01,10,178,29,86,40,An toàn
4,2018,1,63,66,34.7,0.07,40,2667,29.1,88,221,An toàn
4,2018,2,63,66,52.2,0.07,50,5912,29.1,88,221,An toàn
4,2018,3,77,80,31.3,0.2,20,6743,29.1,88,221,An toàn
4,2018,4,49,52,27.1,0.13,25,1235,29.1,88,221,An toàn
4,2018,5,50,53,28.4,0.1,33,1541,29.1,88,221,An toàn
4,2018,6,7,10,4.2,0,13,184,29.1,88,221,An toàn
4,2018,7,9,12,5.5,0.01,17,279,29.1,88,221,An toàn
4,2018,8,9,12,3.5,0.02,23,171,29.1,88,221,An toàn
4,2018,9,7,10,4.2,0.01,15,178,29.1,88,221,An toàn
5,2018,1,59,62,34.7,0.3,63,2667,28.9,93,302,An toàn
5,2018,2,97,100,52.2,0.07,27,5912,28.9,93,302,An toàn
5,2018,3,72,75,31.3,0,27,6743,28.9,93,302,An toàn
5,2018,4,44,47,27.1,0.03,30,1235,28.9,93,302,An toàn
5,2018,5,61,64,28.4,0.02,37,1541,28.9,93,302,An toàn
5,2018,6,13,16,4.2,0.01,10,184,28.9,93,302,An toàn
5,2018,7,9,12,5.5,0.01,15,279,28.9,93,302,An toàn
5,2018,8,15,18,3.5,0.1,17,171,28.9,93,302,An toàn
5,2018,9,9,12,4.2,0.02,30,178,28.9,93,302,An toàn
6,2018,1,11,14,34.7,0.07,34,2667,29.1,91,189.3,An toàn
6,2018,2,28,31,52.2,0.1,40,5912,29.1,91,189.3,An toàn
6,2018,3,16,19,31.3,0.1,20,6743,29.1,91,189.3,An toàn
6,2018,4,8,11,27.1,0.01,13,1235,29.1,91,189.3,An toàn
6,2018,5,24,27,28.4,0.03,17,1541,29.1,91,189.3,An toàn
6,2018,6,19,22,4.2,0,7,184,29.1,91,189.3,An toàn
6,2018,7,25,28,5.5,0.01,5,279,29.1,91,189.3,An toàn
6,2018,8,12,15,3.5,0.01,20,171,29.1,91,189.3,An toàn
6,2018,9,31,34,4.2,0,13,178,29.1,91,189.3,An toàn
7,2018,1,35,38,34.7,0.23,27,2667,29,90,241,An toàn
7,2018,2,23,26,52.2,0.1,43,5912,29,90,241,An toàn
7,2018,3,28,31,31.3,0.2,63,6743,29,90,241,An toàn
7,2018,4,12,15,27.1,0.03,34,1235,29,90,241,An toàn
7,2018,5,37,40,28.4,0.07,17,1541,29,90,241,An toàn
7,2018,6,36,39,4.2,0.07,23,184,29,90,241,An toàn
7,2018,7,24,27,5.5,0.01,25,279,29,90,241,An toàn
7,2018,8,39,42,3.5,0.02,20,171,29,90,241,An toàn
7,2018,9,15,18,4.2,0,13,178,29,90,241,An toàn
8,2018,1,21,24,34.7,0.3,71,2667,29.3,91,178,An toàn
8,2018,2,27,30,52.2,0,16,5912,29.3,91,178,An toàn
8,2018,3,30,33,31.3,0.13,63,6743,29.3,91,178,An toàn
8,2018,4,28,31,27.1,0.2,23,1235,29.3,91,178,An toàn
8,2018,5,25,28,28.4,0.3,25,1541,29.3,91,178,An toàn
8,2018,6,24,27,4.2,0.12,40,184,29.3,91,178,An toàn
8,2018,7,26,29,5.5,0.02,65,279,29.3,91,178,An toàn
8,2018,8,29,32,3.5,0.03,27,171,29.3,91,178,An toàn
8,2018,9,30,33,4.2,0.01,30,178,29.3,91,178,An toàn
9,2018,1,38,41,34.7,0.33,37,2667,28.9,92,402,An toàn
9,2018,2,40,43,52.2,0.2,40,5912,28.9,92,402,An toàn
9,2018,3,37,40,31.3,0.1,35,6743,28.9,92,402,An toàn
9,2018,4,20,23,27.1,0.1,33,1235,28.9,92,402,An toàn
9,2018,5,22,25,28.4,0.07,26,1541,28.9,92,402,An toàn
9,2018,6,29,32,4.2,0.2,30,184,28.9,92,402,An toàn
9,2018,7,23,26,5.5,0.13,20,279,28.9,92,402,An toàn
9,2018,8,26,29,3.5,0.3,30,171,28.9,92,402,An toàn
9,2018,9,27,30,4.2,0.1,33,178,28.9,92,402,An toàn
10,2018,1,32,35,34.7,0.27,83,2667,28.3,89,408,An toàn
10,2018,2,24,27,52.2,0.33,46,5912,28.3,89,408,An toàn
10,2018,3,33,36,31.3,0.2,37,6743,28.3,89,408,An toàn
10,2018,4,25,28,27.1,0.13,40,1235,28.3,89,408,An toàn
10,2018,5,15,18,28.4,0.12,30,1541,28.3,89,408,An toàn
10,2018,6,19,22,4.2,0.03,25,184,28.3,89,408,An toàn
10,2018,7,24,27,5.5,0.2,10,279,28.3,89,408,An toàn
10,2018,8,26,29,3.5,0.03,23,171,28.3,89,408,An toàn
10,2018,9,27,30,4.2,0.07,17,178,28.3,89,408,An toàn
11,2018,1,30,33,34.7,0.42,35,2667,28.1,90,219,An toàn
11,2018,2,31,34,52.2,0.3,43,5912,28.1,90,219,An toàn
11,2018,3,28,31,31.3,0.15,42,6743,28.1,90,219,An toàn
11,2018,4,31,34,27.1,0.13,27,1235,28.1,90,219,An toàn
11,2018,5,27,30,28.4,0,30,1541,28.1,90,219,An toàn
11,2018,6,25,28,4.2,0.1,17,184,28.1,90,219,An toàn
11,2018,7,24,27,5.5,0.03,23,279,28.1,90,219,An toàn
11,2018,8,21,24,3.5,0.02,20,171,28.1,90,219,An toàn
11,2018,9,28,31,4.2,0.02,15,178,28.1,90,219,An toàn
12,2018,1,35,38,34.7,0.45,55,2667,27,86,156,An toàn
12,2018,2,34,37,52.2,0.07,47,5912,27,86,156,An toàn
12,2018,3,37,40,31.3,0.03,36,6743,27,86,156,An toàn
12,2018,4,21,24,27.1,0.01,45,1235,27,86,156,An toàn
12,2018,5,20,23,28.4,0.1,27,1541,27,86,156,An toàn
12,2018,6,29,32,4.2,0.13,32,184,27,86,156,An toàn
12,2018,7,24,27,5.5,0,20,279,27,86,156,An toàn
12,2018,8,25,28,3.5,0.03,40,171,27,86,156,An toàn
12,2018,9,15,18,4.2,0.02,33,178,27,86,156,An toàn
